ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,Segment
461093,Female,Yes,38,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
461099,Female,No,38,No,Artist,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461111,Female,Yes,43,Yes,Doctor,8.0,Low,1.0,3,🏠 Homemakers & Seniors
461114,Male,Yes,53,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
461116,Male,Yes,33,No,Executive,4.0,High,4.0,0,💎 High Value Professionals
461118,Female,No,30,Yes,Healthcare,7.0,Low,,3,🏠 Homemakers & Seniors
461119,Female,No,22,No,Healthcare,6.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461121,Male,No,33,No,Doctor,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461124,Male,No,21,No,Healthcare,1.0,Low,8.0,1,👨‍👩‍👧 Family Oriented
461127,Male,No,20,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461128,Male,No,19,No,Healthcare,7.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461129,Female,Yes,58,Yes,Entertainment,1.0,Average,4.0,0,💎 High Value Professionals
461131,Male,Yes,67,Yes,Artist,1.0,High,,0,💎 High Value Professionals
461145,Female,Yes,36,Yes,Entertainment,1.0,Low,2.0,3,🏠 Homemakers & Seniors
461152,Female,No,30,No,Homemaker,8.0,Low,,3,🏠 Homemakers & Seniors
461154,Male,No,23,No,Homemaker,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461158,Female,No,42,Yes,Entertainment,1.0,Low,,3,🏠 Homemakers & Seniors
461162,Female,No,37,No,Marketing,8.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461163,Female,Yes,58,No,Entertainment,9.0,Low,4.0,3,🏠 Homemakers & Seniors
461168,Female,Yes,26,No,Engineer,7.0,Average,2.0,0,💎 High Value Professionals
461169,Male,No,39,Yes,Entertainment,9.0,Low,2.0,3,🏠 Homemakers & Seniors
461174,Female,No,23,No,Marketing,,Low,4.0,1,👨‍👩‍👧 Family Oriented
461177,Male,Yes,41,No,Executive,8.0,Average,4.0,0,💎 High Value Professionals
461178,Male,Yes,26,No,Entertainment,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461179,Female,Yes,25,No,Engineer,3.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461181,Male,No,19,No,Healthcare,,Low,4.0,1,👨‍👩‍👧 Family Oriented
461183,Male,No,36,No,Executive,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461187,Male,No,29,No,Healthcare,9.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461197,Male,No,26,No,Marketing,1.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
461198,Female,No,78,Yes,Lawyer,,Low,1.0,2,🌱 Young Starters
461201,Female,No,55,Yes,Artist,,Low,1.0,3,🏠 Homemakers & Seniors
461205,Male,No,26,Yes,Healthcare,,Low,3.0,1,👨‍👩‍👧 Family Oriented
461211,Female,No,46,Yes,Entertainment,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461214,Male,No,29,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461215,Female,No,36,Yes,Artist,10.0,Low,1.0,3,🏠 Homemakers & Seniors
461218,Male,Yes,27,No,Executive,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461220,Female,No,29,No,Executive,8.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461221,Female,No,25,No,Marketing,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461225,Female,No,30,No,Marketing,10.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461226,Male,Yes,45,Yes,,1.0,Low,2.0,2,🌱 Young Starters
461230,Female,No,21,No,Executive,0.0,Low,,1,👨‍👩‍👧 Family Oriented
461232,Female,Yes,41,Yes,Executive,,High,,0,💎 High Value Professionals
461233,Male,Yes,38,Yes,Entertainment,,Low,,0,💎 High Value Professionals
461236,Female,No,28,Yes,Healthcare,9.0,Low,1.0,3,🏠 Homemakers & Seniors
461237,Male,No,33,Yes,Doctor,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461241,Male,Yes,31,Yes,Healthcare,7.0,Low,2.0,3,🏠 Homemakers & Seniors
461242,Male,Yes,45,Yes,Healthcare,0.0,Low,2.0,0,💎 High Value Professionals
461243,Male,Yes,47,Yes,Marketing,0.0,Low,5.0,2,🌱 Young Starters
461248,Female,No,39,No,Healthcare,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
461251,Female,No,47,Yes,Marketing,1.0,Low,,3,🏠 Homemakers & Seniors
461252,Female,Yes,53,Yes,Doctor,0.0,Low,1.0,0,💎 High Value Professionals
461256,Male,No,27,No,Doctor,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461257,Male,Yes,37,Yes,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
461258,Female,Yes,62,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
461262,Female,No,29,No,Engineer,0.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
461263,Female,Yes,51,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
461265,Male,No,30,No,Marketing,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461269,Male,No,18,No,Entertainment,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461274,Female,Yes,87,Yes,Lawyer,,High,2.0,2,🌱 Young Starters
461276,Male,Yes,68,Yes,Marketing,0.0,Low,2.0,2,🌱 Young Starters
461277,Male,Yes,84,Yes,Lawyer,5.0,Low,1.0,2,🌱 Young Starters
461281,Male,No,22,No,Healthcare,2.0,Low,9.0,1,👨‍👩‍👧 Family Oriented
461286,Female,No,22,No,Doctor,2.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461289,Male,No,21,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461292,Female,Yes,89,No,Lawyer,,High,2.0,2,🌱 Young Starters
461297,Male,Yes,73,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461299,Female,Yes,75,Yes,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461303,Female,No,20,No,Doctor,6.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461308,Male,No,22,No,Healthcare,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
461309,Female,No,22,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461313,Male,Yes,63,Yes,Artist,0.0,Average,,0,💎 High Value Professionals
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
461319,Male,Yes,58,No,Artist,0.0,Average,2.0,0,💎 High Value Professionals
461320,Female,No,41,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461322,Male,Yes,42,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
461323,Female,Yes,43,Yes,Healthcare,6.0,Average,2.0,0,💎 High Value Professionals
461324,Female,No,49,Yes,Artist,3.0,Low,1.0,3,🏠 Homemakers & Seniors
461326,Female,No,40,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461335,Male,Yes,53,No,Executive,8.0,High,2.0,2,🌱 Young Starters
461340,Male,Yes,36,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
461346,Male,Yes,50,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
461348,Male,Yes,42,Yes,Healthcare,1.0,Low,1.0,0,💎 High Value Professionals
461350,Male,No,30,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461352,Male,No,29,No,Healthcare,2.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461356,Male,No,28,Yes,Entertainment,1.0,Low,2.0,3,🏠 Homemakers & Seniors
461357,Male,No,27,Yes,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461363,Male,No,49,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461366,Male,No,32,Yes,Healthcare,1.0,Low,1.0,3,🏠 Homemakers & Seniors
461370,Male,No,25,Yes,Doctor,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461377,Female,Yes,63,Yes,Artist,,Low,1.0,0,💎 High Value Professionals
461378,Female,No,42,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
461379,Male,No,31,Yes,Healthcare,1.0,Low,,3,🏠 Homemakers & Seniors
461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
461388,Male,No,20,No,Healthcare,,Low,5.0,1,👨‍👩‍👧 Family Oriented
461397,Male,No,22,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461402,Female,No,29,Yes,Entertainment,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461408,Male,Yes,47,Yes,Marketing,0.0,Low,3.0,2,🌱 Young Starters
461421,Male,Yes,43,Yes,Artist,,Average,3.0,0,💎 High Value Professionals
461423,Male,No,32,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461426,Male,Yes,47,Yes,Artist,7.0,Average,2.0,0,💎 High Value Professionals
461428,Male,No,46,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461432,Female,Yes,41,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
461437,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,0,💎 High Value Professionals
461439,Male,Yes,40,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
461441,Male,Yes,60,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
461442,Male,Yes,46,Yes,Artist,0.0,Average,6.0,0,💎 High Value Professionals
461454,Female,Yes,36,Yes,Artist,6.0,High,4.0,0,💎 High Value Professionals
461456,Female,No,38,No,Marketing,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
461457,Female,Yes,32,No,Doctor,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461458,Female,No,41,Yes,Artist,5.0,Low,1.0,3,🏠 Homemakers & Seniors
461462,Male,Yes,56,Yes,Marketing,0.0,Low,3.0,2,🌱 Young Starters
461465,Male,Yes,31,Yes,Artist,8.0,Average,2.0,0,💎 High Value Professionals
461466,Male,Yes,45,No,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461468,Male,Yes,69,Yes,Entertainment,,Average,3.0,0,💎 High Value Professionals
461469,Male,Yes,37,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461476,Male,Yes,47,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
461479,Female,Yes,52,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
461480,Female,Yes,57,Yes,Artist,1.0,High,3.0,0,💎 High Value Professionals
461482,Female,No,50,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
461494,Male,Yes,27,No,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
461501,Female,Yes,45,Yes,Engineer,1.0,High,3.0,0,💎 High Value Professionals
461503,Female,No,30,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
461510,Male,Yes,45,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461514,Male,No,30,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461516,Male,Yes,31,Yes,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
461518,Female,Yes,45,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
461521,Male,Yes,67,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
461522,Male,Yes,76,No,Executive,1.0,High,2.0,2,🌱 Young Starters
461525,Male,Yes,69,Yes,Entertainment,0.0,Low,2.0,0,💎 High Value Professionals
461526,Male,Yes,83,No,Entertainment,0.0,Low,2.0,2,🌱 Young Starters
461530,Male,Yes,38,Yes,Engineer,0.0,Low,2.0,0,💎 High Value Professionals
461534,Male,Yes,36,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
461540,Male,No,41,Yes,,2.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
461546,Female,Yes,69,No,Lawyer,0.0,Low,3.0,2,🌱 Young Starters
461548,Female,No,33,Yes,Engineer,0.0,Low,3.0,3,🏠 Homemakers & Seniors
461553,Male,No,38,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461556,Female,Yes,48,Yes,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
461558,Male,Yes,51,Yes,Engineer,2.0,Average,2.0,0,💎 High Value Professionals
461564,Male,Yes,56,Yes,Executive,1.0,High,2.0,0,💎 High Value Professionals
461570,Male,Yes,57,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
461574,Female,Yes,49,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
461587,Male,No,30,Yes,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461593,Female,Yes,40,Yes,Doctor,8.0,Average,2.0,3,🏠 Homemakers & Seniors
461602,Female,No,30,Yes,Artist,0.0,Low,,3,🏠 Homemakers & Seniors
461604,Male,Yes,38,No,Entertainment,0.0,Average,2.0,0,💎 High Value Professionals
461612,Female,No,31,Yes,Healthcare,8.0,Low,5.0,3,🏠 Homemakers & Seniors
461615,Male,No,33,Yes,Doctor,0.0,Low,2.0,3,🏠 Homemakers & Seniors
461617,Male,No,50,Yes,Artist,0.0,Low,2.0,3,🏠 Homemakers & Seniors
461619,Male,Yes,52,Yes,Executive,,High,3.0,0,💎 High Value Professionals
461624,Female,Yes,39,Yes,Artist,0.0,Average,,0,💎 High Value Professionals
461626,Male,Yes,73,Yes,Executive,0.0,High,2.0,2,🌱 Young Starters
461630,Male,Yes,46,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
461637,Male,Yes,50,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461644,Male,No,30,No,Healthcare,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461653,Female,Yes,60,Yes,Doctor,0.0,Average,2.0,0,💎 High Value Professionals
461655,Female,Yes,39,Yes,Homemaker,9.0,Average,2.0,3,🏠 Homemakers & Seniors
461658,Female,Yes,59,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
461659,Female,Yes,51,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
461661,Female,Yes,40,Yes,Artist,5.0,Average,2.0,0,💎 High Value Professionals
461663,Male,No,23,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461668,Male,Yes,53,Yes,Artist,4.0,Average,4.0,0,💎 High Value Professionals
461671,Male,No,32,No,Healthcare,7.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461674,Male,Yes,52,Yes,Executive,0.0,High,4.0,0,💎 High Value Professionals
461676,Female,No,31,Yes,Engineer,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461679,Male,No,30,Yes,Healthcare,3.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461681,Male,No,25,Yes,Healthcare,8.0,Low,3.0,3,🏠 Homemakers & Seniors
461683,Male,Yes,40,Yes,Executive,1.0,High,4.0,0,💎 High Value Professionals
461685,Female,No,27,Yes,Healthcare,4.0,Low,4.0,3,🏠 Homemakers & Seniors
461686,Male,Yes,61,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461690,Female,No,33,Yes,Engineer,1.0,Low,1.0,3,🏠 Homemakers & Seniors
461694,Male,No,28,Yes,Doctor,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461695,Female,Yes,48,Yes,Artist,2.0,Average,2.0,0,💎 High Value Professionals
461698,Female,Yes,73,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
461701,Male,Yes,36,No,Artist,0.0,Average,2.0,0,💎 High Value Professionals
461705,Female,No,32,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461708,Male,Yes,82,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461709,Male,No,28,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461711,Female,No,42,Yes,Artist,8.0,Low,3.0,3,🏠 Homemakers & Seniors
461716,Female,Yes,60,Yes,Lawyer,6.0,High,9.0,0,💎 High Value Professionals
461720,Female,No,46,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
461722,Male,No,31,No,Doctor,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461724,Female,Yes,50,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
461725,Female,No,30,Yes,Engineer,3.0,Low,1.0,3,🏠 Homemakers & Seniors
461727,Female,No,49,Yes,Artist,1.0,Low,3.0,3,🏠 Homemakers & Seniors
461737,Female,Yes,51,Yes,Doctor,0.0,Average,6.0,0,💎 High Value Professionals
461738,Female,Yes,46,Yes,,,Average,3.0,2,🌱 Young Starters
461744,Male,Yes,53,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
461747,Male,Yes,65,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
461749,Female,No,22,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461752,Male,Yes,65,Yes,Doctor,1.0,Average,3.0,0,💎 High Value Professionals
461756,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
461760,Male,Yes,84,Yes,Artist,0.0,High,2.0,0,💎 High Value Professionals
461769,Male,No,37,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461771,Male,Yes,28,Yes,Doctor,8.0,Average,2.0,0,💎 High Value Professionals
461775,Female,Yes,82,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461778,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461780,Female,No,69,Yes,Lawyer,1.0,Low,5.0,2,🌱 Young Starters
461782,Female,Yes,51,Yes,Artist,,High,5.0,0,💎 High Value Professionals
461784,Female,Yes,74,Yes,Lawyer,1.0,Low,1.0,2,🌱 Young Starters
461788,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
461791,Female,No,21,No,Lawyer,9.0,Low,1.0,3,🏠 Homemakers & Seniors
461792,Female,No,20,No,Healthcare,5.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461800,Female,No,43,Yes,Doctor,3.0,Low,1.0,3,🏠 Homemakers & Seniors
461801,Female,No,25,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461802,Male,No,43,Yes,Artist,0.0,Low,4.0,3,🏠 Homemakers & Seniors
461804,Female,No,42,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
461807,Male,No,25,Yes,Doctor,10.0,Low,4.0,3,🏠 Homemakers & Seniors
461815,Male,Yes,59,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
461816,Female,No,49,Yes,Marketing,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461821,Female,No,32,No,Doctor,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461822,Male,Yes,36,Yes,Artist,8.0,High,2.0,0,💎 High Value Professionals
461824,Male,Yes,45,Yes,Marketing,9.0,Low,3.0,3,🏠 Homemakers & Seniors
461832,Male,No,29,Yes,Healthcare,,Low,3.0,1,👨‍👩‍👧 Family Oriented
461837,Male,Yes,37,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
461845,Female,Yes,48,Yes,Doctor,1.0,Average,4.0,0,💎 High Value Professionals
461846,Female,No,65,Yes,Artist,0.0,Low,2.0,3,🏠 Homemakers & Seniors
461848,Male,No,39,No,Marketing,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
461858,Male,No,25,No,Entertainment,1.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
461859,Female,Yes,49,No,Artist,5.0,Low,5.0,0,💎 High Value Professionals
461860,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
461862,Female,No,38,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
461864,Male,No,19,Yes,Marketing,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461872,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
461873,Male,No,28,Yes,Doctor,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461874,Male,Yes,51,Yes,Doctor,1.0,Average,3.0,0,💎 High Value Professionals
461882,Female,No,28,Yes,Doctor,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461892,Female,No,42,Yes,Healthcare,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461896,Male,Yes,45,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
461898,Male,Yes,63,Yes,Executive,6.0,High,3.0,0,💎 High Value Professionals
461899,Female,No,18,No,Doctor,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461901,Male,No,26,Yes,Artist,7.0,Low,4.0,3,🏠 Homemakers & Seniors
461910,Male,Yes,31,Yes,Artist,,Average,2.0,0,💎 High Value Professionals
461913,Male,No,43,Yes,Entertainment,5.0,Low,4.0,3,🏠 Homemakers & Seniors
461914,Female,Yes,60,Yes,Artist,7.0,Low,,3,🏠 Homemakers & Seniors
461921,Female,No,36,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461927,Male,No,32,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461928,Male,Yes,68,Yes,Lawyer,,Low,1.0,2,🌱 Young Starters
461929,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,0,💎 High Value Professionals
461930,Female,No,42,Yes,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
461931,Female,No,18,No,Healthcare,6.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
461936,Male,Yes,69,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
461937,Female,No,42,Yes,Doctor,0.0,Low,,3,🏠 Homemakers & Seniors
461941,Female,Yes,70,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
461943,Male,No,25,Yes,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
461962,Male,Yes,56,Yes,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
461963,Female,No,40,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
461965,Male,No,23,No,Healthcare,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
461967,Female,No,20,No,Marketing,3.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461968,Female,No,39,Yes,Entertainment,2.0,Low,1.0,3,🏠 Homemakers & Seniors
461978,Female,No,19,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461985,Male,No,28,Yes,Entertainment,,Low,,3,🏠 Homemakers & Seniors
461988,Male,Yes,40,No,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
461989,Female,,60,Yes,Engineer,1.0,Average,4.0,0,💎 High Value Professionals
461993,Male,No,33,No,Healthcare,3.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
461994,Male,Yes,20,No,Doctor,14.0,Low,2.0,3,🏠 Homemakers & Seniors
461996,Female,No,35,No,Artist,7.0,Low,4.0,3,🏠 Homemakers & Seniors
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
462007,Female,Yes,42,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
462011,Male,Yes,30,No,Marketing,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
462013,Female,Yes,56,Yes,Executive,0.0,Average,2.0,0,💎 High Value Professionals
462015,Male,Yes,28,Yes,Entertainment,0.0,Average,2.0,0,💎 High Value Professionals
462016,Female,Yes,38,Yes,Artist,6.0,Average,2.0,0,💎 High Value Professionals
462017,Male,No,26,Yes,Entertainment,9.0,Low,1.0,3,🏠 Homemakers & Seniors
462027,Male,No,36,No,Engineer,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
462029,Male,No,56,No,Entertainment,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
462033,Male,No,26,Yes,Entertainment,0.0,Low,1.0,3,🏠 Homemakers & Seniors
462038,Male,No,28,Yes,Artist,4.0,Low,4.0,3,🏠 Homemakers & Seniors
462043,Male,No,32,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
462044,Female,No,52,Yes,Artist,4.0,Low,1.0,3,🏠 Homemakers & Seniors
462048,Female,No,23,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
462051,Male,No,23,No,Healthcare,,Low,5.0,1,👨‍👩‍👧 Family Oriented
462052,Male,Yes,50,Yes,Artist,0.0,Low,2.0,0,💎 High Value Professionals
462053,Male,Yes,26,Yes,Artist,,Low,2.0,0,💎 High Value Professionals
462058,Male,Yes,40,Yes,Entertainment,8.0,Low,2.0,3,🏠 Homemakers & Seniors
462060,Female,Yes,53,Yes,Artist,1.0,Average,2.0,0,💎 High Value Professionals
462064,Male,Yes,63,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
462068,Male,Yes,62,Yes,Executive,0.0,High,3.0,2,🌱 Young Starters
462075,Female,No,38,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
462078,Female,Yes,57,No,Artist,1.0,Average,2.0,0,💎 High Value Professionals
462080,Female,No,43,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
462081,Male,No,21,No,Marketing,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
462083,Male,No,22,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
462084,Male,Yes,68,Yes,Artist,1.0,Low,1.0,0,💎 High Value Professionals
462085,Female,No,28,Yes,Healthcare,0.0,Low,1.0,3,🏠 Homemakers & Seniors
462088,Male,Yes,33,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
462090,Female,No,38,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
462091,Male,No,23,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
462094,Female,No,41,Yes,Healthcare,,Low,1.0,3,🏠 Homemakers & Seniors
462096,Female,No,41,Yes,Homemaker,,Low,1.0,3,🏠 Homemakers & Seniors
462102,Female,No,39,Yes,Doctor,4.0,Low,1.0,3,🏠 Homemakers & Seniors
462103,Female,Yes,49,No,Entertainment,9.0,High,2.0,0,💎 High Value Professionals
462108,Female,Yes,33,Yes,Homemaker,,Average,2.0,0,💎 High Value Professionals
462109,Male,Yes,79,No,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
462111,Male,Yes,38,Yes,Artist,6.0,Average,4.0,0,💎 High Value Professionals
462114,Male,No,21,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
462116,Female,Yes,68,Yes,Doctor,0.0,Average,2.0,0,💎 High Value Professionals
462118,Male,No,31,Yes,Artist,0.0,Low,3.0,3,🏠 Homemakers & Seniors
462120,Male,Yes,46,No,Artist,1.0,Low,3.0,0,💎 High Value Professionals
462128,Male,Yes,35,Yes,Artist,9.0,Average,2.0,0,💎 High Value Professionals
462131,Female,No,42,Yes,Artist,8.0,Low,3.0,3,🏠 Homemakers & Seniors
462134,Male,Yes,87,No,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
462141,Female,No,38,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
462149,Female,Yes,88,No,Lawyer,2.0,High,1.0,2,🌱 Young Starters
462151,Female,No,42,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
462163,Female,Yes,26,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
